review_id,sku,customer_id,customer_name,rating,comment,date,verified
0afcf8c6-1f13-91bc-7b2f-6a3d4cefaa11,BB-10073,,Divya R.,5,Nice flavours. Good for a special treat.,2026-03-30,False
f690e468-602f-b400-b087-de84acd3cc2f,BB-10073,,Anita M.,4,"Great taste, exotic flavours. Highly recommend.",2026-03-31,False
e7db8c34-d552-4bdd-4e39-ca92a0411a3e,BB-10077,,Anil M.,5,"Freshness was good, packaging secure.",2026-04-25,False
35ef2b81-6826-11af-5260-6b4aca4b6504,BB-10077,,Anjali B.,3,Very fresh and good quality!,2026-04-26,False
df1255b4-ed13-d3d8-154a-7c3362808493,BB-10077,,Vijay L.,5,Excellent freshness and quality.,2026-04-27,False
0bc85f5b-9602-7c02-e47a-41059263a3d8,BB-10077,,Neha T.,4,High quality. Very satisfied.,2026-04-28,False
62898294-2a33-8240-9ef6-dc42523af2ca,BB-10087,,Deepak T.,3,Amazing! My skin feels so much better now.,2026-05-13,False
ca25f2d0-318c-500a-06b0-10f1589402da,BB-10087,,Geeta L.,5,Very happy with this. Value for money.,2026-05-14,False
78943af4-3875-c78d-6a7c-9db9229b98fb,BB-10087,,Arjun D.,4,Great daily use product. Will order again.,2026-05-15,False
1a29d7d6-3610-66eb-1ce9-08b0d1fde925,BB-10087,,Manoj F.,5,Exactly as described. Very satisfied.,2026-05-16,False
6f3fc8bf-b3af-2dcf-d6cb-aedc0d36c355,BB-10088,,Ramesh E.,4,My family loves this. Regular purchase now.,2026-02-02,False
97a4ffea-a447-ed7d-f09e-a2f4ac65d7c0,BB-10088,,Rekha C.,5,Very refreshing. Great for hot afternoons.,2026-02-03,False
fd7e6108-4410-b57f-8b4a-293f8a91268e,BB-10088,,Sunil A.,5,Good but slightly expensive for the quantity.,2026-02-04,False
105222b3-c87d-8239-594c-ed7284e6400b,BB-10088,,Kavitha N.,3,Refreshing taste! Perfect for summer.,2026-02-05,False
9aee5fcf-b93e-dd56-2a6a-c755274766e7,BB-10088,,Divya R.,5,Nice taste. Packaging is sturdy too.,2026-02-06,False
7a2dc8e9-a829-a7c9-b0b6-de14da8632e6,BB-10088,,Anita M.,4,Good quality at a very reasonable price.,2026-02-07,False
46f7d08c-e328-4978-8bc5-7f7f0e729a9c,BB-10102,,Rahul K.,5,Nice flavours. Good for a special treat.,2026-02-12,False
bf097642-98b2-07ba-0e3d-e63bbc001417,BB-10102,,Lakshmi V.,4,"Great taste, exotic flavours. Highly recommend.",2026-02-13,False
6663e537-1e06-e4bf-4e4a-0209fa5793a9,BB-10102,,Ramesh E.,3,Wonderful! Perfect for special occasions.,2026-02-14,False
6f8fc032-95e1-ae91-0298-827c5c0327f9,BB-10102,,Rekha C.,5,Loved the unique taste. Will order again.,2026-02-15,False
e6e9f5ed-b9e8-f3f3-116a-4fbf6d7b5ccd,BB-10102,,Sunil A.,4,Rich flavour. Absolutely loved it.,2026-02-16,False
03eecdcd-4dc8-880b-dc67-97b1c45157d0,BB-10102,,Kavitha N.,5,Excellent quality. Very authentic taste.,2026-02-17,False
d3769e80-4ef8-2348-587e-7d4bf3c335c7,BB-10106,,Uma P.,4,Fresh fragrance and excellent cleaning action.,2026-02-26,False
96f75593-af0d-89d1-7163-69ec55ab9ff8,BB-10106,,Priya S.,5,Works as advertised. Completely satisfied.,2026-02-27,False
12fb6c9b-fa2c-18cf-0dec-bb5bcaa52dad,BB-10106,,Sanjay H.,4,Very effective cleaning product. Highly recommend.,2026-02-28,False
d801ad04-d5c9-a2a6-f8b9-66af803aed1b,BB-10106,,Sudha D.,4,Decent product for the price.,2026-03-01,False
f737ef52-63ea-a7ac-e53e-4ecf3e8998b3,BB-10106,,Deepak T.,4,"Strong formula, handles tough stains easily.",2026-03-02,False
b8394ed2-1f48-93f7-3ec3-7e2c46369ad5,BB-10106,,Geeta L.,5,One bottle lasts a long time. Great buy.,2026-03-03,False
00b21ed0-b436-e9bc-198c-5c292711d1e2,BB-10118,,Suresh P.,4,Premium quality gourmet food. Worth every rupee.,2026-06-08,False
7bd11e64-ff7d-4289-ebd3-838b8052dac8,BB-10118,,Ravi O.,5,Hard to find this brand locally. Great find!,2026-06-09,False
480904e9-60a1-36d5-0882-3c0fd0bcb572,BB-10118,,Ashok G.,5,Good but slightly pricey for the quantity.,2026-06-10,False
d2f08b67-2f7a-6d25-bf98-0f1336d2b803,BB-10118,,Pooja G.,3,Authentic flavours! Loved every bite.,2026-06-11,False
b32140d7-9737-12e3-f4d7-fff426f15e45,BB-10118,,Prakash C.,5,Nice flavours. Good for a special treat.,2026-06-12,False
a5edef67-efb0-2e10-1791-8acc3a517711,BB-10118,,Sunita B.,4,"Great taste, exotic flavours. Highly recommend.",2026-06-13,False
55eb67dc-2a59-f13b-c7e2-0055815fc41b,BB-10133,,Kavitha N.,3,Absolutely love this! Great fragrance and very effective.,2026-05-12,False
f1923a22-1d19-e8be-3ee0-42bee488b179,BB-10133,,Divya R.,5,Fragrance is pleasant and lasts long.,2026-05-13,False
f19cef90-0f7e-5222-7902-2cb7ff9e30c5,BB-10133,,Anita M.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-05-14,False
5ef6221b-aec5-2468-3648-47b0bee09ee0,BB-10136,,Sanjay H.,5,Nice taste. Packaging is sturdy too.,2026-02-12,False
fb589594-01ed-103d-d49a-bc54366126cb,BB-10136,,Sudha D.,4,Good quality at a very reasonable price.,2026-02-13,False
e1df24b0-802f-e940-9312-7b225a719127,BB-10136,,Deepak T.,3,Good taste. Prefer it over the local brand now.,2026-02-14,False
fead1141-2bf0-65a0-1534-db23d010d241,BB-10136,,Geeta L.,5,Tastes exactly as expected. Very refreshing.,2026-02-15,False
1baa9d21-fb18-5c9f-a4f5-0c559d4d5d07,BB-10136,,Arjun D.,4,Smooth and flavourful. Loved it.,2026-02-16,False
c2931ebb-8f47-247f-8b1e-20a7ea28c372,BB-10136,,Manoj F.,5,Perfect blend of flavours. Highly satisfied.,2026-02-17,False
6b6cefab-3cf6-f831-c3d8-72046e54d4c2,BB-10157,,Pooja G.,3,Crispy and delicious! My kids love it.,2026-03-05,False
bc10fe71-adac-2a2e-8b37-cd517c0459a1,BB-10157,,Prakash C.,5,Loved the taste! Ordering again soon.,2026-03-06,False
c60c15b3-cb44-2d1b-bc96-74bd9a7a47af,BB-10157,,Sunita B.,4,Tasty evening snack. Highly recommend.,2026-03-07,False
68c43bc1-8a61-b1c8-84c9-9e26a850bcd4,BB-10158,,Divya R.,4,"Great taste, fresh packaging. Will buy more.",2026-05-15,False
7403d286-b3e0-7490-c80d-48ad5e38c0f9,BB-10158,,Anita M.,4,Good quality. Nothing fancy but reliable.,2026-05-16,False
ae51695c-1f1b-901f-c62b-f0149163925c,BB-10158,,Kiran J.,4,Good quantity for the price. Satisfying.,2026-05-17,False
d841c064-050c-5e21-778b-d28d959a4819,BB-10158,,Usha H.,5,Kids approved! That says everything.,2026-05-18,False
61ecf6cc-685e-c053-95ae-42246b9d885a,BB-10165,,Vijay L.,5,Fragrance is pleasant and lasts long.,2026-04-29,False
b3b3292e-6bbe-7f8b-1499-cf366421b0a5,BB-10165,,Neha T.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-04-30,False
fb5ece3c-5aee-2d22-8434-9e90fe288ea9,BB-10165,,Suresh P.,3,Amazing! My skin feels so much better now.,2026-05-01,False
fa97fb8e-b5dd-a9e3-e631-2fb5b8afebe9,BB-10165,,Ravi O.,5,Very happy with this. Value for money.,2026-05-02,False
14b59e15-988f-2a01-6655-80e6f84e1447,BB-10165,,Ashok G.,4,Great daily use product. Will order again.,2026-05-03,False
023a5ae5-b3f8-991b-0b5f-112e2d9e0192,BB-10165,,Pooja G.,5,Exactly as described. Very satisfied.,2026-05-04,False
2c8acb56-89f3-5dd4-bcc0-db0b40d9e2a9,BB-10173,,Kavitha N.,3,Authentic flavours! Loved every bite.,2026-01-18,False
60e4efdd-84a7-e8cb-2da7-d417ba115de3,BB-10173,,Divya R.,5,Nice flavours. Good for a special treat.,2026-01-19,False
08cb6e70-11b8-edc6-be83-92358b764ad1,BB-10173,,Anita M.,4,"Great taste, exotic flavours. Highly recommend.",2026-01-20,False
46d03606-134a-27f8-17cf-719002f60abe,BB-10185,,Anil M.,5,"Good product, shipping was quick too.",2026-06-18,False
8d3f1333-6ad1-c09b-5254-31b08d4b0376,BB-10185,,Anjali B.,3,Absolutely love this! Great fragrance and very effective.,2026-06-19,False
de21a543-fef0-87b1-4624-b28e189417cb,BB-10185,,Vijay L.,5,Fragrance is pleasant and lasts long.,2026-06-20,False
c624d165-ef1d-6376-54f2-a1ce84c0d398,BB-10185,,Neha T.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-06-21,False
8b8986e5-c243-eada-9895-c09d618ec612,BB-10192,,Sudha D.,4,Works perfectly. Very satisfied.,2026-07-01,False
2bd128ac-ca7e-dc9e-f750-a91aff10539a,BB-10192,,Deepak T.,3,Excellent! Will definitely buy again.,2026-07-02,False
ad759453-e650-d353-086a-4260d857bf24,BB-10192,,Geeta L.,5,"Great product, easy to use.",2026-07-03,False
d7ada804-4b46-6e67-de9c-570a27e335cd,BB-10192,,Arjun D.,4,Works better than expected. Good value.,2026-01-07,False
1d6a3d32-1b32-e90a-576f-50fd59ae917f,BB-10192,,Manoj F.,5,Excellent build quality. Highly recommend.,2026-01-08,False
d3000439-794e-076d-1b99-b3a330fd61ce,BB-10199,,Arjun D.,4,Rich flavour. Absolutely loved it.,2026-01-17,False
3917cdac-0ab0-3a80-f188-628f0f7c4d1a,BB-10199,,Manoj F.,5,Excellent quality. Very authentic taste.,2026-01-18,False
4485b086-a6f1-b2f9-bc46-c8dd7e09e84d,BB-10199,,Rahul K.,4,Excellent gourmet product. Restaurant quality.,2026-01-19,False
6430b2b8-31c8-20e3-2c81-99e224c144dd,BB-10199,,Lakshmi V.,4,Interesting taste. Good for trying new things.,2026-01-20,False
4924ad47-9092-9420-5fbb-13ab0396de7a,BB-10199,,Ramesh E.,4,Premium quality gourmet food. Worth every rupee.,2026-01-21,False
471902bf-9c11-38b2-4196-460568d3cec8,BB-10199,,Rekha C.,5,Hard to find this brand locally. Great find!,2026-01-22,False
9f159ee3-f317-85e2-3699-674b67326004,BB-10212,,Uma P.,5,"Good product, shipping was quick too.",2026-03-16,False
d90bb068-e2d6-10e2-83ab-5729c8d402b8,BB-10212,,Priya S.,3,Absolutely love this! Great fragrance and very effective.,2026-03-17,False
b2c691ca-1ce7-27cf-836b-83b0161220c6,BB-10212,,Sanjay H.,5,Fragrance is pleasant and lasts long.,2026-03-18,False
777e5639-e544-c089-aac2-e422d46fb0bf,BB-10212,,Sudha D.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-03-19,False
eb67eb3c-78f8-5f3a-c971-bd18bb538fa1,BB-10223,,Arjun D.,5,Good but assembly instructions could be clearer.,2026-03-14,False
2297a53b-a2e2-5c4e-1087-4acc662d4c6e,BB-10223,,Manoj F.,3,Very durable and well made!,2026-03-15,False
aee51dd5-6650-d034-0eed-ade0f8c7b0d8,BB-10223,,Rahul K.,5,Durable and very functional. Happy with it.,2026-03-16,False
39d2720c-3b95-30eb-4e8d-ad2f7e36255d,BB-10223,,Lakshmi V.,4,Works perfectly. Very satisfied.,2026-03-17,False
4a5662b5-064e-ea7b-86e4-610b53923244,BB-1023,,Ashok G.,4,Great value pack. Will stock up.,2026-07-02,False
dfc0a66e-f03e-eaef-6daf-f8370875dded,BB-1023,,Pooja G.,5,Perfect office snack. Delivery was quick too.,2026-07-03,False
e4d696ee-494e-ab37-e1a0-f497417a3287,BB-1023,,Prakash C.,4,"Great taste, fresh packaging. Will buy more.",2026-01-07,False
f90a6e92-9f19-c30d-0920-637745d282d2,BB-1023,,Sunita B.,4,Good quality. Nothing fancy but reliable.,2026-01-08,False
74bb88be-87eb-98b6-f267-3f0511776706,BB-1023,,Vikram S.,4,Good quantity for the price. Satisfying.,2026-01-09,False
5d53a39d-c6d6-372c-bef5-8eaf88fa8699,BB-1023,,Meena R.,5,Kids approved! That says everything.,2026-01-10,False
e8008ba2-e42b-d1d0-1bbb-7c9f5fc8c222,BB-10248,,Priya S.,3,Absolutely love this! Great fragrance and very effective.,2026-05-06,False
91e6324d-65c9-7071-ba34-7d950dbc533b,BB-10248,,Sanjay H.,5,Fragrance is pleasant and lasts long.,2026-05-07,False
0b8defc4-8fa7-4ec0-497a-e6b8981fac7e,BB-10248,,Sudha D.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-05-08,False
42b4c502-30e0-282c-e9f4-f0cf9d039337,BB-10257,,Anil M.,5,"Good product, bottle design is easy to handle.",2026-06-22,False
2f62e67b-ef01-af23-ec41-81702be9a3c5,BB-10257,,Anjali B.,3,Very gentle on baby's skin. No rashes at all.,2026-06-23,False
4743c22f-cad5-d769-855a-71d52350ffc5,BB-10257,,Vijay L.,5,"Safe ingredients, no side effects. Perfect.",2026-06-24,False
08e3766a-17e7-19ea-457e-674159c5b822,BB-10257,,Neha T.,4,Excellent quality. Paediatrician approved.,2026-06-25,False
10dc4a6b-9343-86e6-ec32-975569f777a8,BB-10263,,Kiran J.,3,Excellent freshness. Really happy with it.,2026-05-05,False
8a2d69e1-e726-8e3c-81e9-0b247f2d4265,BB-10263,,Usha H.,5,Kids loved it! Will order again.,2026-05-06,False
d4c1a22b-a602-1e78-9112-22493d056f97,BB-10263,,Anil M.,4,Good product. Delivery was on time.,2026-05-07,False
e64a786c-bc96-7daa-4f8f-9f5bb50651ef,BB-10263,,Anjali B.,5,Fresh and delicious. Very satisfied.,2026-05-08,False
de92cfc2-329e-ea83-31de-97e5af841f3f,BB-10280,,Geeta L.,5,Soft texture and great flavour. Impressed.,2026-05-20,False
98641580-28f5-a0e5-e632-89a061747f37,BB-10280,,Arjun D.,5,"Good product, slightly on the pricey side.",2026-05-21,False
3f29184f-12e3-2942-9536-25850775ca56,BB-10280,,Manoj F.,3,Fresh delivery and excellent quality!,2026-05-22,False
79c9530b-6a2f-2112-2efd-be914e43a781,BB-10280,,Rahul K.,5,"Nice taste, good value for money.",2026-05-23,False
33f47b65-6922-65a7-ce02-890d7647b5a8,BB-10280,,Lakshmi V.,4,"Good quality dairy product, fresh and pure.",2026-05-24,False
b592a43d-02fd-d8f9-4c8a-6160f0469380,BB-10282,,Kiran J.,3,Wonderful! Perfect for special occasions.,2026-06-02,False
24d02648-bd87-d1cc-f34d-c2e3bad9adcb,BB-10282,,Usha H.,5,Loved the unique taste. Will order again.,2026-06-03,False
31442e72-42e8-0e0b-cf51-905344e37a19,BB-10282,,Anil M.,4,Rich flavour. Absolutely loved it.,2026-06-04,False
c6c841a1-d436-a3a4-60ed-6c15b338d85f,BB-10282,,Anjali B.,5,Excellent quality. Very authentic taste.,2026-06-05,False
c8a65a32-3aca-121f-e649-7ead50fd60f3,BB-103,,Meena R.,5,Regular customer. Quality is always consistent.,2026-06-25,False
96ef6a1d-37c2-0d81-aa4e-58dd55729a6f,BB-103,,Uma P.,5,"Good product, shipping was quick too.",2026-06-26,False
b0990d43-502f-2816-f13c-d6a718de5006,BB-103,,Priya S.,3,Absolutely love this! Great fragrance and very effective.,2026-06-27,False
552624c9-fb55-e95f-a5f7-210e8bede83b,BB-103,,Sanjay H.,5,Fragrance is pleasant and lasts long.,2026-06-28,False
a387e821-395a-dcb5-9250-c7ea35f3d270,BB-103,,Sudha D.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-06-29,False
f10a8fa3-078c-8bd5-3155-907cc8f6ac48,BB-10306,,Ramesh E.,3,Amazing! My skin feels so much better now.,2026-01-25,False
2f81a9fd-ccca-cc13-66b8-bb4d3e55eb7a,BB-10306,,Rekha C.,5,Very happy with this. Value for money.,2026-01-26,False
141e68d5-14ff-d21a-04df-0425422b900f,BB-10306,,Sunil A.,4,Great daily use product. Will order again.,2026-01-27,False
fb807c38-bbd6-4a96-72d5-64cda3cd78ef,BB-10306,,Kavitha N.,5,Exactly as described. Very satisfied.,2026-01-28,False
63191504-4855-9bbc-54bd-a715590026ec,BB-10318,,Priya S.,3,Works really well! My house is spotless.,2026-02-11,False
7abff49c-1526-30f7-d2d0-6da833604c95,BB-10318,,Sanjay H.,5,Excellent cleaning power. Will buy again.,2026-02-12,False
315706ed-ed9b-dc9a-7046-4ee5326d1308,BB-10318,,Sudha D.,4,Good value for money. Cleans efficiently.,2026-02-13,False
e3557575-5e61-de84-8a4c-7e8c141f19e5,BB-1032,,Meena R.,5,Delivered fresh and packed properly.,2026-03-19,False
6d05178f-944f-7577-ad11-f67d9e0b3e63,BB-1032,,Uma P.,4,Quality produce. Will keep ordering.,2026-03-20,False
05de19b5-e333-4f37-4048-34c77ab33110,BB-1032,,Priya S.,5,Better quality than my local market.,2026-03-21,False
aba0346b-81c8-ed3f-f28a-410e03e48bc4,BB-10365,,Prakash C.,4,Very effective cleaning product. Highly recommend.,2026-01-11,False
a71489b7-ac4d-1913-9a57-1044ca559ed7,BB-10365,,Sunita B.,4,Decent product for the price.,2026-01-12,False
1f839d1e-f084-1b1b-0ada-b9bd1bbca902,BB-10365,,Vikram S.,4,"Strong formula, handles tough stains easily.",2026-01-13,False
84da8818-8b4b-07e9-a36f-b740e059ab0f,BB-10365,,Meena R.,5,One bottle lasts a long time. Great buy.,2026-01-14,False
446aad89-06dd-1aef-06c8-d6ec6bc1d42b,BB-10369,,Anil M.,4,"Happy baby, happy mom. Great product!",2026-04-11,False
929def2c-1183-1db6-ac70-5b6ad900f118,BB-10369,,Anjali B.,5,My baby's skin is so soft and smooth now.,2026-04-12,False
85f99d27-b687-c97e-a5dd-712411f2047f,BB-10369,,Vijay L.,4,Safe and effective. My baby loves it.,2026-04-13,False
d9b7ac57-e9d5-7d54-f87f-69bfeda53913,BB-10369,,Neha T.,4,Trusted brand. Will keep buying.,2026-04-14,False
137a98ea-c502-cfb4-1e1d-4c246703c288,BB-10369,,Suresh P.,4,Very happy with this product. Gentle formula.,2026-04-15,False
db57dac2-fcdb-f4fc-030d-e959e86d370d,BB-10369,,Ravi O.,5,Mild and gentle. Perfect for sensitive skin.,2026-04-16,False
cc915a3d-65ab-31d5-77c8-559b7d2f83e2,BB-1037,,Meena R.,5,Kids loved it! Will order again.,2026-01-22,False
a061ba38-bbba-7292-3b0c-66c694af71a9,BB-1037,,Uma P.,4,Good product. Delivery was on time.,2026-01-23,False
3d0fea2b-4bc3-0814-e890-dbbdf1169eb8,BB-1037,,Priya S.,5,Fresh and delicious. Very satisfied.,2026-01-24,False
d5d5fb8c-2d51-786b-1985-48bb366266c0,BB-10373,,Prakash C.,5,Fragrance is pleasant and lasts long.,2026-04-05,False
30cfd135-ffbf-cc17-57d6-4ec9f5b8b435,BB-10373,,Sunita B.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-04-06,False
69f714d7-6940-5cbf-b1e2-ff7ac7f320d0,BB-10373,,Vikram S.,3,Amazing! My skin feels so much better now.,2026-04-07,False
04e78805-08cf-061a-c576-1c32f4f164f0,BB-10373,,Meena R.,5,Very happy with this. Value for money.,2026-04-08,False
9078b886-cf5a-3426-214d-a89279ab7481,BB-10373,,Uma P.,4,Great daily use product. Will order again.,2026-04-09,False
8a994e5d-489c-97c7-972b-5b75cf5b50fe,BB-10373,,Priya S.,5,Exactly as described. Very satisfied.,2026-04-10,False
eab66cb7-0921-2090-364f-a4ed4cdeeeb7,BB-10374,,Lakshmi V.,4,Interesting taste. Good for trying new things.,2026-06-01,False
01d50d2e-b9c5-83ff-b66a-9e5e3fbb0a9c,BB-10374,,Ramesh E.,4,Premium quality gourmet food. Worth every rupee.,2026-06-02,False
840958af-a5d0-739e-2200-f99bea669e58,BB-10374,,Rekha C.,5,Hard to find this brand locally. Great find!,2026-06-03,False
4ce6257d-046f-8788-71b2-e05e6a1341ae,BB-10378,,Anita M.,4,Not as coarse as I expected but taste is good.,2026-03-13,False
0f820db1-9012-4dbe-0f33-810312de36b0,BB-10378,,Kiran J.,4,Great quality for the price. Reordering soon.,2026-03-14,False
4b2e2312-b352-ebb1-62fe-8067924b99b3,BB-10378,,Usha H.,5,Great find. Will keep buying this brand.,2026-03-15,False
c17db875-9169-5626-a0d4-8af950da0f99,BB-10381,,Pooja G.,5,Exactly as described. Very satisfied.,2026-06-29,False
67340f8a-398c-3026-55f7-b956065c5995,BB-10381,,Prakash C.,4,Been using for a month — visible results. Will keep buying.,2026-06-30,False
dd3d7096-30e5-c50b-e9f0-f08aeb006a93,BB-10381,,Sunita B.,4,Not bad at all. Works as expected for the price.,2026-07-01,False
fad35fa7-df10-f612-e127-d2b977fc6fdb,BB-10381,,Vikram S.,4,Packaging is great and quality is top notch.,2026-07-02,False
bb309280-cd30-1cd1-77a7-c6a53f00553e,BB-10381,,Meena R.,5,Regular customer. Quality is always consistent.,2026-07-03,False
d3324ecf-4ec7-11c8-2d08-de93991ca4fd,BB-10392,,Meena R.,5,Regular customer. Quality is always consistent.,2026-06-03,False
1189b503-9d8a-19c5-9430-d5f70931a819,BB-10392,,Uma P.,5,"Good product, shipping was quick too.",2026-06-04,False
11b1d853-d407-6ddb-4c84-9b4064d34c43,BB-10392,,Priya S.,3,Absolutely love this! Great fragrance and very effective.,2026-06-05,False
057746ad-8d24-1875-004f-163dccf2a607,BB-10392,,Sanjay H.,5,Fragrance is pleasant and lasts long.,2026-06-06,False
96c012ae-1898-7669-f75d-a465723ca4ba,BB-10392,,Sudha D.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-06-07,False
adafd855-0b43-8fc6-a85d-186dd7f84325,BB-10419,,Anita M.,4,Trusted brand. Will keep buying.,2026-02-27,False
9ea157be-d871-870d-8c2c-08be262e92d7,BB-10419,,Kiran J.,4,Very happy with this product. Gentle formula.,2026-02-28,False
a9c6faae-e5b2-2156-c7f3-3608a2c4b99d,BB-10419,,Usha H.,5,Mild and gentle. Perfect for sensitive skin.,2026-03-01,False
caca72cf-dc39-0ea6-d278-af565cf9577e,BB-10443,,Vikram S.,3,Wonderful! Perfect for special occasions.,2026-05-25,False
6c2c98ee-3cfa-00d2-f4f3-47b7cc6b096d,BB-10443,,Meena R.,5,Loved the unique taste. Will order again.,2026-05-26,False
2e0ceaae-f7f9-8a18-6f04-9e85367b2d1d,BB-10443,,Uma P.,4,Rich flavour. Absolutely loved it.,2026-05-27,False
5fee3397-be0a-b96f-d5db-ad10b3414c7c,BB-10443,,Priya S.,5,Excellent quality. Very authentic taste.,2026-05-28,False
ea2cc4fd-e80c-5336-3a38-5db2e5e6f146,BB-10445,,Ashok G.,5,"Good product, shipping was quick too.",2026-02-10,False
9c35d0ba-9f94-678d-51b9-81ea45beb7bd,BB-10445,,Pooja G.,3,Absolutely love this! Great fragrance and very effective.,2026-02-11,False
36d321df-0d3f-cbb2-c421-b969350cc076,BB-10445,,Prakash C.,5,Fragrance is pleasant and lasts long.,2026-02-12,False
53b1700a-5341-58db-a142-ca8e99d92e67,BB-10445,,Sunita B.,4,"Gentle on skin, no irritation at all. Highly recommend.",2026-02-13,False
16d784bf-988f-6f55-1b2a-b166861a6849,BB-10449,,Meena R.,5,Sturdy and long lasting. Great buy.,2026-06-25,False
376a240c-0bb3-334e-11f9-dc14177d2b86,BB-10449,,Uma P.,5,Good but assembly instructions could be clearer.,2026-06-26,False
6c929b17-2c2e-355c-11e1-10c63457e1b5,BB-10449,,Priya S.,3,Very durable and well made!,2026-06-27,False
a7c47b4f-55b9-8865-7ce7-109d3e59fe60,BB-10449,,Sanjay H.,5,Durable and very functional. Happy with it.,2026-06-28,False
aa0686b6-3f84-e53b-915b-23cfb57dfb9f,BB-10449,,Sudha D.,4,Works perfectly. Very satisfied.,2026-06-29,False
e5005ff7-ee66-ac9c-f699-d5eac6532480,BB-1045,,Sunil A.,4,Fresh fragrance and excellent cleaning action.,2026-05-31,False
a31a5060-0f1e-f6ce-cb3a-0dbf793b0fd0,BB-1045,,Kavitha N.,5,Works as advertised. Completely satisfied.,2026-06-01,False
205b95e8-ade7-a98e-f833-ae1b07776f4d,BB-1045,,Divya R.,4,Very effective cleaning product. Highly recommend.,2026-06-02,False
25b8dceb-e1fe-1e23-27a9-b96eb24e2447,BB-1045,,Anita M.,4,Decent product for the price.,2026-06-03,False
